user_id,start_date,age_group,instrument,country,skill_level,churn,day_1_retention,day_7_retention,day_30_retention,premium_conversion,lessons_completed
AUG16849,2024-08-17,18-34,Guitar,Argentina,Intermediate,0,0,0,0,0,0
AUG16850,2024-08-17,18-34,Ukulele,Australia,Beginner,0,1,0,0,0,5
AUG16851,2024-08-17,35-54,Piano,Argentina,Advanced,0,1,0,0,0,6
AUG16852,2024-08-17,18-34,Piano,United States,Beginner,1,1,0,0,0,6
AUG16853,2024-08-17,18-34,Guitar,Finland,Beginner,0,0,0,0,0,4
AUG16854,2024-08-17,35-54,Ukulele,Canada,Beginner,0,0,0,0,0,5
AUG16855,2024-08-17,35-54,Piano,Nauru,Intermediate,0,0,0,0,0,8
AUG16856,2024-08-17,18-34,Guitar,Australia,Beginner,0,1,1,0,0,8
AUG16857,2024-08-17,18-34,Guitar,United States,Intermediate,0,0,0,0,0,32
AUG16858,2024-08-17,35-54,Piano,New Zealand,Advanced,0,0,0,0,0,10
AUG16859,2024-08-17,55+,Guitar,Italy,Beginner,0,1,1,1,0,7
AUG16860,2024-08-17,18-34,Guitar,Finland,Beginner,0,0,0,0,0,4
AUG16861,2024-08-17,35-54,Guitar,Norway,Beginner,1,1,0,0,0,6
AUG16862,2024-08-17,18-34,Voice,France,Beginner,0,0,0,0,0,3
AUG16863,2024-08-17,35-54,Guitar,Norway,Beginner,0,0,0,0,0,3
AUG16864,2024-08-17,18-34,Ukulele,United States,Advanced,0,0,0,0,0,0
AUG16865,2024-08-17,35-54,Ukulele,Canada,Beginner,0,0,0,0,0,3
AUG16866,2024-08-17,35-54,Guitar,Australia,Beginner,0,1,0,0,0,5
AUG16867,2024-08-17,35-54,Ukulele,New Zealand,Beginner,0,0,0,0,0,2
AUG16868,2024-08-17,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,6
AUG16869,2024-08-17,18-34,Guitar,Spain,Intermediate,0,1,0,0,0,7
AUG16870,2024-08-17,35-54,Guitar,South Africa,Intermediate,1,0,0,0,0,5
AUG16871,2024-08-17,35-54,Guitar,France,Intermediate,0,1,1,1,0,5
AUG16872,2024-08-17,18-34,Ukulele,Sweden,Beginner,0,1,1,0,0,2
AUG16873,2024-08-17,18-34,Ukulele,Sweden,Beginner,0,0,0,0,0,6
AUG16874,2024-08-17,18-34,Guitar,South Africa,Beginner,0,0,0,0,0,0
AUG16875,2024-08-17,35-54,Guitar,United States,Beginner,1,1,0,0,1,7
AUG16876,2024-08-17,35-54,Guitar,France,Beginner,0,0,0,0,0,5
AUG16877,2024-08-17,35-54,Guitar,United States,Beginner,0,0,0,0,0,0
AUG16878,2024-08-17,35-54,Guitar,Norway,Beginner,0,1,0,0,0,1
AUG16879,2024-08-17,35-54,Guitar,Italy,Intermediate,0,0,0,0,0,12
AUG16880,2024-08-17,18-34,Voice,Finland,Beginner,0,0,0,0,0,3
AUG16881,2024-08-17,35-54,Piano,United States,Beginner,0,1,0,0,1,2
AUG16882,2024-08-17,18-34,Guitar,United States,Intermediate,1,1,0,0,0,9
AUG16883,2024-08-17,18-34,Piano,Norway,Beginner,0,0,0,0,0,5
AUG16884,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,5
AUG16885,2024-08-17,18-34,Guitar,United States,Advanced,0,0,0,0,0,10
AUG16886,2024-08-17,35-54,Ukulele,Argentina,Beginner,1,0,0,0,0,6
AUG16887,2024-08-17,35-54,Ukulele,Italy,Beginner,0,0,0,0,0,8
AUG16888,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,7
AUG16889,2024-08-17,35-54,Guitar,United Kingdom,Beginner,0,1,1,1,0,1
AUG16890,2024-08-17,18-34,Piano,Brazil,Beginner,0,0,0,0,0,6
AUG16891,2024-08-17,35-54,Ukulele,Ireland,Intermediate,0,0,0,0,0,9
AUG16892,2024-08-17,35-54,Guitar,Australia,Intermediate,0,0,0,0,0,12
AUG16893,2024-08-17,35-54,Voice,South Africa,Advanced,0,0,0,0,0,13
AUG16894,2024-08-17,35-54,Piano,France,Intermediate,1,0,0,0,0,3
AUG16895,2024-08-17,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,2
AUG16896,2024-08-17,18-34,Guitar,New Zealand,Beginner,0,0,0,0,0,1
AUG16897,2024-08-17,35-54,Guitar,Norway,Beginner,0,0,0,0,0,3
AUG16898,2024-08-17,35-54,Guitar,Italy,Beginner,1,0,0,0,0,7
AUG16899,2024-08-17,55+,Bass,United Kingdom,Intermediate,0,0,0,0,0,12
AUG16900,2024-08-17,18-34,Guitar,United States,Intermediate,0,0,0,0,0,6
AUG16901,2024-08-17,18-34,Guitar,Canada,Beginner,0,0,0,0,0,2
AUG16902,2024-08-17,18-34,Piano,Sweden,Beginner,0,0,0,0,0,4
AUG16903,2024-08-17,35-54,Ukulele,Germany,Beginner,1,1,0,0,0,35
AUG16904,2024-08-17,35-54,Piano,Canada,Beginner,0,0,0,0,0,3
AUG16905,2024-08-17,18-34,Guitar,Germany,Beginner,0,0,0,0,0,6
AUG16906,2024-08-17,35-54,Guitar,Finland,Intermediate,0,1,0,0,0,6
AUG16907,2024-08-17,18-34,Ukulele,France,Intermediate,0,0,0,0,0,9
AUG16908,2024-08-17,18-34,Piano,United Kingdom,Beginner,0,0,0,0,0,5
AUG16909,2024-08-17,18-34,Guitar,Italy,Beginner,0,0,0,0,0,3
AUG16910,2024-08-17,18-34,Guitar,Norway,Intermediate,0,0,0,0,0,11
AUG16911,2024-08-17,18-34,Ukulele,Argentina,Advanced,1,0,0,0,0,5
AUG16912,2024-08-17,35-54,Guitar,San Marino,Intermediate,0,0,0,1,1,6
AUG16913,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,3
AUG16914,2024-08-17,35-54,Guitar,Canada,Beginner,0,0,0,0,0,2
AUG16915,2024-08-17,18-34,Piano,Norway,Beginner,0,0,0,0,0,5
AUG16916,2024-08-17,55+,Bass,Ireland,Intermediate,0,0,0,0,0,0
AUG16917,2024-08-17,18-34,Ukulele,Germany,Intermediate,0,0,0,0,0,9
AUG16918,2024-08-17,35-54,Guitar,France,Beginner,0,1,0,0,0,3
AUG16919,2024-08-17,35-54,Guitar,Germany,Beginner,0,0,0,0,0,4
AUG16920,2024-08-17,18-34,Piano,Sweden,Intermediate,0,0,0,0,0,8
AUG16921,2024-08-17,55+,Guitar,Netherlands,Beginner,0,1,1,1,0,7
AUG16922,2024-08-17,18-34,Ukulele,United Kingdom,Beginner,0,0,0,0,0,5
AUG16923,2024-08-17,35-54,Guitar,Italy,Intermediate,0,0,0,0,0,8
AUG16924,2024-08-17,35-54,Bass,United States,Beginner,0,1,0,0,0,4
AUG16925,2024-08-17,35-54,Guitar,Canada,Beginner,0,1,1,0,0,4
AUG16926,2024-08-17,18-34,Piano,Brazil,Beginner,0,0,0,0,0,6
AUG16927,2024-08-17,35-54,Guitar,Finland,Beginner,0,1,0,0,0,2
AUG16928,2024-08-17,35-54,Voice,United States,Beginner,1,0,0,0,0,5
AUG16929,2024-08-17,18-34,Ukulele,Netherlands,Intermediate,0,0,0,0,0,7
AUG16930,2024-08-17,18-34,Piano,Italy,Beginner,1,0,0,0,0,3
AUG16931,2024-08-17,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,6
AUG16932,2024-08-17,35-54,Piano,Norway,Intermediate,0,1,1,0,0,12
AUG16933,2024-08-17,18-34,Bass,South Africa,Advanced,0,1,0,0,0,8
AUG16934,2024-08-17,35-54,Guitar,United States,Advanced,0,0,0,0,0,0
AUG16935,2024-08-17,18-34,Piano,Netherlands,Advanced,0,0,0,0,0,9
AUG16936,2024-08-17,55+,Ukulele,Canada,Intermediate,0,0,0,0,0,9
AUG16937,2024-08-17,18-34,Piano,South Africa,Beginner,0,0,0,0,0,6
AUG16938,2024-08-17,18-34,Guitar,Germany,Beginner,0,0,0,0,0,3
AUG16939,2024-08-17,35-54,Piano,Norway,Beginner,0,0,0,0,0,3
AUG16940,2024-08-17,18-34,Guitar,Brazil,Beginner,0,0,0,0,0,6
AUG16941,2024-08-17,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,6
AUG16942,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,3
AUG16943,2024-08-17,18-34,Guitar,Canada,Beginner,0,0,0,0,0,1
AUG16944,2024-08-17,35-54,Guitar,United States,Intermediate,0,0,0,0,0,11
AUG16945,2024-08-17,18-34,Guitar,France,Intermediate,0,0,0,0,0,7
AUG16946,2024-08-17,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,1
AUG16947,2024-08-17,18-34,Guitar,Sweden,Advanced,0,0,0,0,0,10
AUG16948,2024-08-17,55+,Guitar,United Kingdom,Intermediate,0,0,0,0,0,8
AUG16949,2024-08-17,35-54,Piano,United Kingdom,Beginner,0,0,0,0,0,4
AUG16950,2024-08-17,18-34,Guitar,United States,Beginner,1,0,0,0,0,6
AUG16951,2024-08-17,35-54,Ukulele,France,Intermediate,0,0,0,0,0,0
AUG16952,2024-08-17,18-34,Piano,United States,Beginner,1,0,0,0,0,6
AUG16953,2024-08-17,18-34,Guitar,United States,Beginner,0,0,0,0,0,8
AUG16954,2024-08-17,35-54,Guitar,Norway,Beginner,0,1,0,0,0,7
AUG16955,2024-08-17,35-54,Ukulele,Finland,Beginner,1,0,0,0,0,10
AUG16956,2024-08-17,18-34,Ukulele,Spain,Intermediate,0,0,0,0,0,9
AUG16957,2024-08-17,35-54,Guitar,Ireland,Beginner,0,1,0,0,0,6
AUG16958,2024-08-17,35-54,Guitar,United States,Beginner,0,0,0,0,0,3
AUG16959,2024-08-17,18-34,Ukulele,Germany,Intermediate,0,0,0,0,0,9
AUG16960,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,1,1,0,0,5
AUG16961,2024-08-17,18-34,Ukulele,Argentina,Beginner,0,0,0,0,0,5
AUG16962,2024-08-17,18-34,Piano,Spain,Beginner,0,0,0,0,0,5
AUG16963,2024-08-17,35-54,Guitar,Australia,Advanced,0,0,0,0,0,4
AUG16964,2024-08-17,55+,Piano,Australia,Intermediate,0,0,0,0,0,10
AUG16965,2024-08-17,35-54,Guitar,Germany,Intermediate,0,1,0,0,0,7
AUG16966,2024-08-17,18-34,Voice,Italy,Advanced,0,0,0,0,0,10
AUG16967,2024-08-17,18-34,Guitar,United States,Beginner,0,0,0,0,0,2
AUG16968,2024-08-17,18-34,Guitar,Finland,Beginner,0,0,0,0,0,2
AUG16969,2024-08-17,18-34,Bass,Germany,Advanced,0,0,0,0,0,0
AUG16970,2024-08-17,35-54,Guitar,Germany,Intermediate,0,0,0,0,0,4
AUG16971,2024-08-17,18-34,Guitar,United States,Beginner,0,0,0,0,0,2
AUG16972,2024-08-17,18-34,Piano,France,Advanced,0,0,0,0,0,13
AUG16973,2024-08-17,18-34,Guitar,United States,Beginner,0,0,0,0,0,6
AUG16974,2024-08-17,18-34,Guitar,Ireland,Beginner,0,0,0,0,0,2
AUG16975,2024-08-17,18-34,Piano,France,Advanced,0,0,0,0,0,10
AUG16976,2024-08-17,18-34,Ukulele,South Africa,Beginner,1,0,0,0,0,1
AUG16977,2024-08-17,18-34,Guitar,Italy,Beginner,0,0,0,0,0,5
AUG16978,2024-08-17,35-54,Guitar,Australia,Beginner,0,0,0,0,0,1
AUG16979,2024-08-17,18-34,Ukulele,South Africa,Beginner,0,1,0,0,0,2
AUG16980,2024-08-17,35-54,Piano,Sweden,Beginner,0,0,0,0,0,5
AUG16981,2024-08-17,18-34,Guitar,United Kingdom,Intermediate,0,0,0,0,0,6
AUG16982,2024-08-17,35-54,Guitar,Australia,Intermediate,0,0,0,0,0,10
AUG16983,2024-08-17,18-34,Piano,Netherlands,Intermediate,1,0,0,0,0,10
AUG16984,2024-08-17,35-54,Ukulele,Italy,Intermediate,0,0,0,0,0,4
AUG16985,2024-08-17,35-54,Guitar,United States,Beginner,0,1,0,0,0,3
AUG16986,2024-08-17,35-54,Guitar,Brazil,Beginner,1,1,1,0,0,4
AUG16987,2024-08-17,18-34,Ukulele,Brazil,Beginner,0,0,0,0,0,6
AUG16988,2024-08-17,35-54,Bass,Spain,Advanced,0,0,0,0,0,11
AUG16989,2024-08-17,18-34,Piano,United States,Beginner,1,0,0,0,0,2
AUG16990,2024-08-17,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,4
AUG16991,2024-08-17,18-34,Guitar,Canada,Beginner,0,0,0,0,0,7
AUG16992,2024-08-17,55+,Voice,United States,Intermediate,1,0,0,0,0,8
AUG16993,2024-08-17,35-54,Guitar,Canada,Beginner,0,0,0,0,0,5
AUG16994,2024-08-17,35-54,Guitar,Germany,Intermediate,0,0,0,0,1,10
AUG16995,2024-08-17,18-34,Ukulele,Germany,Beginner,0,0,0,0,0,1
AUG16996,2024-08-17,35-54,Guitar,Netherlands,Beginner,0,1,0,0,0,5
AUG16997,2024-08-17,55+,Guitar,Mexico,Intermediate,1,0,0,0,0,2
AUG16998,2024-08-17,35-54,Piano,Canada,Advanced,0,0,0,0,0,0
AUG16999,2024-08-17,18-34,Guitar,Netherlands,Advanced,0,0,0,0,0,15
AUG17000,2024-08-17,35-54,Guitar,Finland,Beginner,0,0,0,0,0,8
AUG17001,2024-08-17,18-34,Guitar,United States,Beginner,0,1,1,1,0,9
AUG17002,2024-08-17,35-54,Guitar,Australia,Intermediate,0,0,0,0,0,0
AUG17003,2024-08-17,35-54,Voice,Canada,Beginner,0,0,0,0,0,1
AUG17004,2024-08-17,55+,Piano,Spain,Beginner,0,0,0,0,0,3
AUG17005,2024-08-17,55+,Guitar,France,Beginner,1,1,0,0,0,4
AUG17006,2024-08-17,18-34,Voice,Suriname,Beginner,0,0,0,0,0,3
AUG17007,2024-08-17,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,4
AUG17008,2024-08-17,18-34,Guitar,New Zealand,Intermediate,0,0,0,0,0,2
AUG17009,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,6
AUG17010,2024-08-17,35-54,Guitar,Finland,Beginner,0,0,0,0,0,6
AUG17011,2024-08-17,18-34,Piano,Timor-Leste,Beginner,0,0,0,0,0,3
AUG17012,2024-08-17,55+,Piano,United States,Advanced,1,0,0,0,0,14
AUG17013,2024-08-17,18-34,Guitar,New Zealand,Beginner,0,0,0,0,0,3
AUG17014,2024-08-17,35-54,Piano,Germany,Beginner,0,1,0,0,0,3
AUG17015,2024-08-17,18-34,Guitar,Timor-Leste,Intermediate,0,0,0,0,0,6
AUG17016,2024-08-17,35-54,Guitar,Germany,Intermediate,0,0,0,0,0,2
AUG17017,2024-08-17,18-34,Guitar,Sweden,Beginner,0,0,0,0,0,3
AUG17018,2024-08-17,18-34,Guitar,Canada,Beginner,0,0,0,0,0,3
AUG17019,2024-08-17,35-54,Piano,Norway,Beginner,0,0,0,0,0,5
AUG17020,2024-08-17,35-54,Guitar,United Kingdom,Beginner,0,1,0,0,0,4
AUG17021,2024-08-17,35-54,Guitar,United States,Advanced,0,0,0,0,0,10
AUG17022,2024-08-17,18-34,Piano,Finland,Beginner,0,1,0,0,0,3
AUG17023,2024-08-17,18-34,Guitar,Sweden,Beginner,1,0,0,0,0,5
AUG17024,2024-08-17,35-54,Ukulele,United Kingdom,Beginner,0,0,0,0,0,2
AUG17025,2024-08-17,35-54,Guitar,Netherlands,Beginner,0,0,0,0,0,0
AUG17026,2024-08-17,18-34,Guitar,Ireland,Beginner,1,0,0,0,0,8
AUG17027,2024-08-17,35-54,Guitar,United Kingdom,Beginner,0,1,1,1,0,0
AUG17028,2024-08-17,35-54,Voice,New Zealand,Intermediate,0,0,0,0,0,8
AUG17029,2024-08-17,18-34,Bass,Canada,Advanced,1,0,0,0,0,0
AUG17030,2024-08-17,35-54,Voice,United Kingdom,Beginner,0,1,0,0,0,5
AUG17031,2024-08-17,18-34,Ukulele,Ireland,Beginner,0,0,0,0,0,4
AUG17032,2024-08-17,18-34,Guitar,Canada,Beginner,0,1,0,0,0,4
AUG17033,2024-08-17,18-34,Guitar,Canada,Beginner,0,0,0,0,0,6
AUG17034,2024-08-17,18-34,Voice,Australia,Beginner,0,0,0,0,0,6
AUG17035,2024-08-17,18-34,Guitar,Finland,Intermediate,0,0,0,0,0,31
AUG17036,2024-08-17,18-34,Piano,Palau,Beginner,0,1,0,0,1,7
AUG17037,2024-08-17,35-54,Voice,Finland,Beginner,1,0,0,0,0,4
AUG17038,2024-08-17,18-34,Piano,United States,Advanced,0,0,0,0,0,11
AUG17039,2024-08-17,35-54,Guitar,Canada,Beginner,0,1,1,1,0,3
AUG17040,2024-08-17,18-34,Ukulele,Norway,Beginner,0,0,0,0,0,6
AUG17041,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,8
AUG17042,2024-08-17,18-34,Guitar,Australia,Intermediate,0,1,0,0,0,5
AUG17043,2024-08-17,18-34,Guitar,Ireland,Advanced,0,0,0,0,0,17
AUG17044,2024-08-17,35-54,Piano,France,Beginner,1,1,0,0,0,3
AUG17045,2024-08-17,35-54,Guitar,Argentina,Beginner,0,0,0,0,0,7
AUG17046,2024-08-17,35-54,Ukulele,Australia,Beginner,1,1,1,0,0,5
AUG17047,2024-08-17,18-34,Piano,Australia,Beginner,0,0,0,0,0,1
AUG17048,2024-08-17,18-34,Guitar,Sweden,Intermediate,0,1,0,0,0,13
AUG17049,2024-08-17,18-34,Guitar,Netherlands,Intermediate,0,0,0,0,0,2
AUG17050,2024-08-17,18-34,Guitar,United States,Advanced,0,0,0,0,0,14
AUG17051,2024-08-17,35-54,Guitar,South Africa,Intermediate,0,0,0,0,0,4
AUG17052,2024-08-17,35-54,Piano,United Kingdom,Beginner,0,0,0,0,0,6
AUG17053,2024-08-17,18-34,Ukulele,Norway,Beginner,1,0,0,0,0,5
AUG17054,2024-08-17,18-34,Voice,Germany,Beginner,1,0,0,0,0,50
AUG17055,2024-08-17,18-34,Guitar,United Kingdom,Beginner,0,1,1,0,0,6
AUG17056,2024-08-17,35-54,Ukulele,Finland,Intermediate,0,0,0,0,0,5
AUG17057,2024-08-17,35-54,Guitar,United Kingdom,Advanced,0,1,0,0,0,17
AUG17058,2024-08-17,18-34,Ukulele,Norway,Beginner,0,0,0,0,0,3
AUG17059,2024-08-17,18-34,Guitar,Australia,Beginner,0,1,0,0,0,0
AUG17060,2024-08-17,35-54,Piano,United States,Beginner,0,0,0,0,0,4
AUG17061,2024-08-17,55+,Guitar,United Kingdom,Beginner,0,1,0,0,0,10
AUG17062,2024-08-17,35-54,Guitar,Australia,Beginner,1,0,0,0,0,7
AUG17063,2024-08-17,18-34,Piano,Norway,Beginner,0,0,0,0,0,4
AUG17064,2024-08-17,35-54,Piano,Spain,Intermediate,0,0,0,0,0,12
AUG17065,2024-08-17,18-34,Guitar,United States,Beginner,0,1,0,0,0,5
AUG17066,2024-08-17,18-34,Voice,Argentina,Advanced,0,0,0,0,0,9
AUG17067,2024-08-17,35-54,Bass,United States,Intermediate,0,0,0,0,0,10
AUG17068,2024-08-17,35-54,Piano,United Kingdom,Beginner,0,0,0,0,0,4
AUG17069,2024-08-18,35-54,Guitar,New Zealand,Beginner,0,1,1,0,0,7
AUG17070,2024-08-18,18-34,Guitar,Norway,Advanced,0,1,0,0,0,5
AUG17071,2024-08-18,35-54,Guitar,New Zealand,Beginner,0,0,0,0,0,5
AUG17072,2024-08-18,55+,Guitar,Australia,Beginner,0,0,0,0,0,4
AUG17073,2024-08-18,35-54,Guitar,Netherlands,Advanced,0,0,0,0,0,3
AUG17074,2024-08-18,18-34,Guitar,New Zealand,Beginner,0,1,0,0,0,4
AUG17075,2024-08-18,35-54,Guitar,Australia,Beginner,1,0,0,0,0,6
AUG17076,2024-08-18,18-34,Piano,Sweden,Beginner,0,0,0,0,0,0
AUG17077,2024-08-18,18-34,Guitar,Spain,Intermediate,0,0,0,0,0,8
AUG17078,2024-08-18,35-54,Guitar,Netherlands,Intermediate,0,0,0,0,0,10
AUG17079,2024-08-18,35-54,Guitar,Sweden,Advanced,0,1,0,0,0,21
AUG17080,2024-08-18,18-34,Piano,Spain,Intermediate,0,0,0,0,0,7
AUG17081,2024-08-18,35-54,Guitar,United States,Beginner,0,1,1,1,0,5
AUG17082,2024-08-18,18-34,Guitar,Ireland,Beginner,0,0,0,0,0,2
AUG17083,2024-08-18,35-54,Guitar,Spain,Beginner,0,0,0,0,0,5
AUG17084,2024-08-18,18-34,Guitar,Tuvalu,Beginner,0,0,0,0,0,0
AUG17085,2024-08-18,35-54,Voice,United Kingdom,Intermediate,1,0,0,0,0,9
AUG17086,2024-08-18,18-34,Bass,United States,Beginner,0,0,0,0,0,3
AUG17087,2024-08-18,35-54,Bass,Netherlands,Intermediate,0,0,0,0,0,7
AUG17088,2024-08-18,35-54,Ukulele,United Kingdom,Beginner,1,0,0,0,0,7
AUG17089,2024-08-18,18-34,Guitar,United Kingdom,Beginner,1,0,0,0,0,9
AUG17090,2024-08-18,55+,Piano,United States,Beginner,0,0,0,0,0,8
AUG17091,2024-08-18,18-34,Ukulele,Spain,Beginner,0,0,0,0,0,10
AUG17092,2024-08-18,18-34,Voice,Norway,Advanced,0,0,0,0,0,12
AUG17093,2024-08-18,18-34,Piano,Finland,Beginner,1,0,0,0,0,2
AUG17094,2024-08-18,18-34,Guitar,Italy,Intermediate,0,1,0,0,0,9
AUG17095,2024-08-18,18-34,Guitar,Norway,Beginner,1,0,0,0,0,3
AUG17096,2024-08-18,18-34,Ukulele,France,Beginner,0,0,0,0,0,3
AUG17097,2024-08-18,35-54,Piano,Sweden,Beginner,0,1,0,0,0,4
AUG17098,2024-08-18,18-34,Guitar,Norway,Intermediate,0,0,0,0,0,3
AUG17099,2024-08-18,35-54,Guitar,Canada,Beginner,0,0,0,0,0,6
AUG17100,2024-08-18,35-54,Guitar,Brazil,Beginner,0,0,0,0,0,5
AUG17101,2024-08-18,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,6
AUG17102,2024-08-18,18-34,Guitar,Ireland,Beginner,1,1,1,1,0,3
AUG17103,2024-08-18,18-34,Guitar,New Zealand,Advanced,0,0,0,0,0,12
AUG17104,2024-08-18,35-54,Guitar,France,Beginner,0,0,0,0,0,1
AUG17105,2024-08-18,35-54,Voice,Spain,Intermediate,0,1,0,0,0,1
AUG17106,2024-08-18,35-54,Guitar,Brazil,Beginner,0,1,1,0,0,8
AUG17107,2024-08-18,35-54,Guitar,Norway,Beginner,0,0,0,0,0,5
AUG17108,2024-08-18,18-34,Guitar,Netherlands,Intermediate,0,0,0,0,0,3
AUG17109,2024-08-18,55+,Guitar,Canada,Beginner,0,1,0,0,0,0
AUG17110,2024-08-18,18-34,Piano,United Kingdom,Intermediate,1,0,0,0,0,11
AUG17111,2024-08-18,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,4
AUG17112,2024-08-18,18-34,Ukulele,Ireland,Beginner,0,1,0,0,0,6
AUG17113,2024-08-18,18-34,Ukulele,Canada,Intermediate,0,0,0,0,0,4
AUG17114,2024-08-18,18-34,Piano,Norway,Beginner,0,0,0,0,0,4
AUG17115,2024-08-18,35-54,Ukulele,France,Beginner,0,0,0,0,0,7
AUG17116,2024-08-18,35-54,Ukulele,United States,Beginner,0,1,0,0,0,9
AUG17117,2024-08-18,35-54,Voice,United States,Advanced,0,1,0,0,0,12
AUG17118,2024-08-18,55+,Piano,France,Beginner,0,0,0,0,0,6
AUG17119,2024-08-18,18-34,Guitar,Finland,Beginner,0,0,0,0,1,4
AUG17120,2024-08-18,35-54,Guitar,United States,Intermediate,0,1,0,0,0,6
AUG17121,2024-08-18,35-54,Guitar,United Kingdom,Beginner,1,0,0,0,0,0
AUG17122,2024-08-18,35-54,Ukulele,Australia,Intermediate,0,0,0,0,0,10
AUG17123,2024-08-18,18-34,Voice,Germany,Intermediate,0,0,0,0,0,1
AUG17124,2024-08-18,18-34,Guitar,United States,Beginner,1,0,0,0,0,4
AUG17125,2024-08-18,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,7
AUG17126,2024-08-18,35-54,Guitar,France,Beginner,0,0,0,0,0,5
AUG17127,2024-08-18,18-34,Bass,Canada,Beginner,0,0,0,0,0,5
AUG17128,2024-08-18,18-34,Guitar,Spain,Advanced,0,0,0,0,0,14
AUG17129,2024-08-18,18-34,Piano,Argentina,Beginner,0,0,0,0,0,5
AUG17130,2024-08-18,18-34,Guitar,Germany,Beginner,1,0,0,0,0,3
AUG17131,2024-08-18,18-34,Bass,New Zealand,Beginner,0,0,0,0,0,2
AUG17132,2024-08-18,35-54,Guitar,Sweden,Beginner,0,0,0,0,0,3
AUG17133,2024-08-18,35-54,Piano,France,Beginner,1,0,0,0,0,4
AUG17134,2024-08-18,18-34,Piano,Germany,Beginner,0,0,0,0,0,3
AUG17135,2024-08-18,18-34,Voice,United States,Beginner,0,1,0,0,0,5
AUG17136,2024-08-18,35-54,Ukulele,Mexico,Intermediate,1,0,0,0,0,8
AUG17137,2024-08-18,55+,Voice,France,Intermediate,0,0,0,0,0,8
AUG17138,2024-08-18,18-34,Guitar,United Kingdom,Beginner,0,0,0,0,0,2
AUG17139,2024-08-18,18-34,Piano,Germany,Beginner,0,1,0,0,0,5
AUG17140,2024-08-18,35-54,Ukulele,Canada,Intermediate,0,1,0,0,0,12
AUG17141,2024-08-18,35-54,Voice,Ireland,Beginner,0,0,0,0,0,7
AUG17142,2024-08-18,18-34,Guitar,Sweden,Intermediate,0,0,0,0,0,11
AUG17143,2024-08-18,35-54,Piano,Netherlands,Beginner,1,0,0,0,0,0
AUG17144,2024-08-18,55+,Piano,Finland,Intermediate,1,1,0,0,0,8
AUG17145,2024-08-18,18-34,Guitar,United States,Intermediate,0,0,0,0,0,1
AUG17146,2024-08-18,35-54,Guitar,Italy,Beginner,0,0,0,0,0,5
AUG17147,2024-08-18,18-34,Voice,Italy,Beginner,1,0,0,0,0,7
AUG17148,2024-08-18,18-34,Ukulele,Sweden,Beginner,0,1,0,0,0,4
AUG17149,2024-08-18,18-34,Guitar,Maldives,Advanced,0,0,0,0,0,8
AUG17150,2024-08-18,35-54,Guitar,United States,Beginner,1,1,0,0,0,5
AUG17151,2024-08-18,18-34,Piano,Spain,Beginner,0,0,0,0,0,3
AUG17152,2024-08-18,18-34,Ukulele,Finland,Beginner,0,0,0,0,0,6
AUG17153,2024-08-18,18-34,Guitar,Italy,Beginner,0,0,0,0,0,1
AUG17154,2024-08-18,55+,Guitar,France,Advanced,0,0,0,0,0,4
AUG17155,2024-08-18,18-34,Bass,Finland,Intermediate,0,1,0,0,0,7
AUG17156,2024-08-18,18-34,Piano,United States,Advanced,1,1,1,1,0,7
AUG17157,2024-08-18,18-34,Guitar,Canada,Beginner,0,0,0,0,0,8
AUG17158,2024-08-18,35-54,Guitar,United Kingdom,Beginner,0,0,0,0,0,5
AUG17159,2024-08-18,35-54,Ukulele,Finland,Beginner,0,0,0,0,0,3
AUG17160,2024-08-18,35-54,Piano,United Kingdom,Intermediate,0,1,0,0,0,5
AUG17161,2024-08-18,18-34,Piano,Brazil,Intermediate,0,0,0,0,0,4
AUG17162,2024-08-18,18-34,Bass,Argentina,Beginner,0,0,0,0,0,4
AUG17163,2024-08-18,18-34,Guitar,United States,Beginner,0,0,0,0,0,6
AUG17164,2024-08-18,55+,Guitar,Norway,Advanced,1,0,0,0,0,12
AUG17165,2024-08-18,35-54,Guitar,United States,Beginner,0,1,0,0,1,6
AUG17166,2024-08-18,35-54,Piano,Brazil,Beginner,0,0,0,0,0,3
AUG17167,2024-08-18,18-34,Guitar,Germany,Beginner,0,1,0,0,0,6
AUG17168,2024-08-18,18-34,Guitar,Spain,Beginner,0,0,0,0,0,2
